,id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,confirmedCountRank,suspectedCount,curedCount,deadCount,deadCountRank,deadRate,deadRateRank,comment,sort,operator,locationId,countryShortCode,countryFullName,statisticsData,incrVo,showRank
87,1689308.0,1585104136000.0,1585104136000.0,,2,欧洲,10,乌克兰,,,93,97,,0,1,3,,3.09,,,0.0,yuyb,964007,UKR,Ukraine,https://file1.dxycdn.com/2020/0315/280/3402160525692954803-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
88,1689157.0,1585104136000.0,1585104136000.0,,2,亚洲,10,柬埔寨,,,85,87,,0,2,0,,0.00,,,0.0,yuyb,952003,KHM,Cambodia,https://file1.dxycdn.com/2020/0315/664/3402160527840261727-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
89,1689663.0,1585104137000.0,1585104137000.0,,2,南美洲,10,委内瑞拉,,,84,84,,0,0,0,,0.00,,,0.0,yuyb,0,VEN,Venezuela,https://file1.dxycdn.com/2020/0315/824/3402176468611248153-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
90,1689309.0,1585104136000.0,1585104136000.0,,2,非洲,10,塞内加尔,,,78,86,,0,8,0,,0.00,,,0.0,yuyb,982014,SEN,Senegal,https://file1.dxycdn.com/2020/0315/435/3402160508513085044-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
91,1689219.0,1585104136000.0,1585104136000.0,,2,亚洲,10,阿塞拜疆,,,76,87,,0,10,1,,1.14,,,0.0,yuyb,955003,AZE,Azerbaijan,https://file1.dxycdn.com/2020/0315/304/3402160506365424432-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
92,1689200.0,1585104136000.0,1585104136000.0,,2,亚洲,10,阿富汗,,,73,74,,0,0,1,,1.35,,,0.0,yuyb,955001,AFG,Afghanistan,https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
93,1689422.0,1585104136000.0,1585104136000.0,,2,非洲,10,喀麦隆,,,71,72,,0,0,1,,1.38,,,0.0,yuyb,983001,CMR,Cameroon,https://file1.dxycdn.com/2020/0315/373/3402160506365424402-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
94,1689694.0,1585104137000.0,1585104137000.0,,2,非洲,10,留尼旺,,,71,71,,0,0,0,,0.00,,,0.0,yuyb,0,REU,Réunion,https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
95,1689561.0,1585104136000.0,1585104136000.0,,2,非洲,10,科特迪瓦,,,70,73,,0,3,0,,0.00,,,0.0,yuyb,982004,CIV,Cote d Ivoire,https://file1.dxycdn.com/2020/0315/055/3402160534282712929-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
96,1689218.0,1585104136000.0,1585104136000.0,,2,欧洲,10,白俄罗斯,,,67,89,,0,22,0,,0.00,,,0.0,yuyb,964001,BLR,Belarus,https://file1.dxycdn.com/2020/0315/436/3402160510660391933-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
97,1689201.0,1585104136000.0,1585104136000.0,,2,亚洲,10,阿曼,,,67,84,,0,17,0,,0.00,,,0.0,yuyb,955013,OMN,Oman,https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
98,1689660.0,1585104137000.0,1585104137000.0,,2,亚洲,10,哈萨克斯坦,,,66,66,,0,0,0,,0.00,,,0.0,yuyb,954001,KAZ,Kazakhstan,https://file1.dxycdn.com/2020/0316/156/3402290551532568675-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
99,1689684.0,1585104137000.0,1585104137000.0,,2,北美洲,10,瓜德罗普岛,,,62,62,,0,0,0,,0.00,,,0.0,yuyb,0,GLP,Guadeloupe,https://file1.dxycdn.com/2020/0317/354/3402535547204842407-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
100,1689268.0,1585104136000.0,1585104136000.0,,2,亚洲,10,格鲁吉亚,,,61,70,,0,9,0,,0.00,,,0.0,yuyb,955006,GEO,Georgia,https://file1.dxycdn.com/2020/0315/126/3402160506365424445-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
101,1689653.0,1585104137000.0,1585104137000.0,,2,北美洲,10,马提尼克,,,53,53,,0,0,0,,0.00,,,0.0,yuyb,0,MTQ,Martinique,https://file1.dxycdn.com/2020/0315/454/3402160527840438534-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
102,1689649.0,1585104137000.0,1585104137000.0,,2,非洲,10,加纳,,,51,53,,0,0,2,,3.77,,,0.0,yuyb,982006,GHA,Ghana,https://file1.dxycdn.com/2020/0315/872/3402176468611675385-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
103,1689648.0,1585104137000.0,1585104137000.0,,2,北美洲,10,特立尼达和多巴哥,,,51,51,,0,0,0,,0.00,,,0.0,yuyb,974013,TTO,Trinidad & Tobago,https://file1.dxycdn.com/2020/0315/658/3402176490086085375-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
104,1689681.0,1585104137000.0,1585104137000.0,,2,亚洲,10,乌兹别克斯坦,,,50,50,,0,0,0,,0.00,,,0.0,yuyb,954005,UZB,Uzbekstan,https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
105,1689341.0,1585104136000.0,1585104136000.0,,2,欧洲,10,列支敦士登,,,46,46,,0,0,0,,0.00,,,0.0,yuyb,963005,LIE,Liechtenstein,https://file1.dxycdn.com/2020/0315/312/3402160514955359362-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
106,1689558.0,1585104136000.0,1585104136000.0,,2,非洲,10,刚果（金）,,,43,45,,0,0,2,,4.44,,,0.0,yuyb,0,COD,Democratic Republic of the Congo,https://file1.dxycdn.com/2020/0315/118/3402160512808052491-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
107,1689419.0,1585104136000.0,1585104136000.0,,2,亚洲,10,巴勒斯坦,,,42,59,,0,17,0,,0.00,,,0.0,yuyb,955014,PSE,occupied Palestinian territory,https://file1.dxycdn.com/2020/0315/967/3402160532135229211-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
108,1689215.0,1585104136000.0,1585104136000.0,,2,非洲,10,尼日利亚,,,41,44,,0,2,1,,2.27,,,0.0,yuyb,982013,NGA,Nigeria,https://file1.dxycdn.com/2020/0315/705/3402160532135406075-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
109,1689670.0,1585104137000.0,1585104137000.0,,2,非洲,10,卢旺达,,,40,40,,0,0,0,,0.00,,,0.0,yuyb,985006,RWA,Rwanda,https://file1.dxycdn.com/2020/0317/028/3402535588007034113-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
110,1689562.0,1585104136000.0,1585104136000.0,,2,北美洲,10,古巴,,,39,40,,0,0,1,,2.50,,,0.0,yuyb,974004,CUB,Cuba,https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
111,1689724.0,1585104137000.0,1585104137000.0,,2,非洲,10,毛里求斯,,,38,42,,0,2,2,,4.76,,,0.0,yuyb,984014,MUS,Mauritius,https://file1.dxycdn.com/2020/0320/751/3403052105069099803-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
112,1689429.0,1585104136000.0,1585104136000.0,,2,南美洲,10,巴拉圭,,,34,37,,0,0,3,,8.10,,,0.0,yuyb,973009,PRY,Paraguay,https://file1.dxycdn.com/2020/0315/004/3402160529987922312-135.json,"{'currentConfirmedIncr': 13, 'confirmedIncr': 15, 'curedIncr': 0, 'deadIncr': 2}",False
113,1689564.0,1585104136000.0,1585104136000.0,,2,北美洲,10,洪都拉斯,,,30,30,,0,0,0,,0.00,,,0.0,yuyb,972005,HND,Honduras,https://file1.dxycdn.com/2020/0315/610/3402160540725341073-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
114,1689682.0,1585104137000.0,1585104137000.0,,2,北美洲,10,波多黎各,,,29,31,,0,0,2,,6.45,,,0.0,yuyb,0,PRI,Puerto Rico,https://file1.dxycdn.com/2020/0317/609/3402535581564582783-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
115,1689698.0,1585104137000.0,1585104137000.0,,2,大洋洲,10,关岛,,,28,29,,0,0,1,,3.44,,,0.0,yuyb,0,GU,Guam,https://file1.dxycdn.com/2020/0318/489/3402666812142956769-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
116,1689560.0,1585104136000.0,1585104136000.0,,2,南美洲,10,玻利维亚,,,27,27,,0,0,0,,0.00,,,0.0,yuyb,973002,BOL,Bolivia (Plurinational State of),https://file1.dxycdn.com/2020/0315/679/3402160529987745516-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
117,1689696.0,1585104137000.0,1585104137000.0,,2,欧洲,10,黑山,,,27,27,,0,0,0,,0.00,,,0.0,yuyb,965018,MNE,Montenegro,https://file1.dxycdn.com/2020/0319/169/3402840835627670611-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
118,1689237.0,1585104136000.0,1585104136000.0,,2,欧洲,10,摩纳哥,,,26,27,,0,1,0,,0.00,,,0.0,yuyb,961005,MCO,Monaco,https://file1.dxycdn.com/2020/0315/266/3402160525692954743-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
119,1689481.0,1585104136000.0,1585104136000.0,,2,亚洲,10,孟加拉国,,,25,33,,0,5,3,,9.09,,,0.0,yuyb,953001,BGD,Bangladesh,https://file1.dxycdn.com/2020/0315/485/3402160532135406028-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
120,1689651.0,1585104137000.0,1585104137000.0,,2,非洲,10,肯尼亚,,,25,25,,0,0,0,,0.00,,,0.0,yuyb,985005,KEN,Kenya,https://file1.dxycdn.com/2020/0317/555/3402535553647091609-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
121,1689685.0,1585104137000.0,1585104137000.0,,2,非洲,10,马约特,,,24,24,,0,0,0,,0.00,,,0.0,yuyb,0,MYT,Mayotte,https://file1.dxycdn.com/2020/0317/329/3402535551499809905-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
122,1689652.0,1585104137000.0,1585104137000.0,,2,南美洲,10,法属圭亚那,,,20,20,,0,0,0,,0.00,,,0.0,yuyb,0,GUF,French Guiana,https://file1.dxycdn.com/2020/0315/094/3402160504218117592-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
123,1689657.0,1585104137000.0,1585104137000.0,,2,欧洲,10,根西岛,,,20,20,,0,0,0,,0.00,,,0.0,yuyb,0,GG,Guernsey,https://file1.dxycdn.com/2020/0317/462/3402535605186702216-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
124,1689661.0,1585104137000.0,1585104137000.0,,2,北美洲,10,危地马拉,,,19,20,,0,0,1,,5.00,,,0.0,yuyb,972004,GTM,Guatemala,https://file1.dxycdn.com/2020/0317/045/3402535547204640218-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
125,1689756.0,1585104137000.0,1585104137000.0,,2,非洲,10,马达加斯加,,,19,19,,0,0,0,,0.00,,,0.0,yuyb,984005,MDG,Madagascar,https://file1.dxycdn.com/2020/0321/697/3403237654098718574-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
126,1689559.0,1585104136000.0,1585104136000.0,,2,北美洲,10,牙买加,,,18,19,,0,0,1,,5.26,,,0.0,yuyb,974009,JAM,Jamaica,https://file1.dxycdn.com/2020/0315/250/3402160540725341015-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
127,1689658.0,1585104137000.0,1585104137000.0,,2,大洋洲,10,法属波利尼西亚,,,18,18,,0,0,0,,0.00,,,0.0,yuyb,0,PYF,French Polynesia,https://file1.dxycdn.com/2020/0315/877/3402160512807875636-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
128,1689667.0,1585104137000.0,1585104137000.0,,2,欧洲,10,泽西岛,,,18,18,,0,0,0,,0.00,,,0.0,yuyb,0,JE,Jersey,https://file1.dxycdn.com/2020/0317/433/3402535555794575318-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
129,1689428.0,1585104136000.0,1585104136000.0,,2,非洲,10,多哥,,,17,18,,0,1,0,,0.00,,,0.0,yuyb,982016,TGO,Togo,https://file1.dxycdn.com/2020/0315/916/3402160508512908168-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
130,1689699.0,1585104137000.0,1585104137000.0,,2,北美洲,10,美属维尔京群岛,,,17,17,,0,0,0,,0.00,,,0.0,yuyb,0,USVI,United States Virgin Islands,https://file1.dxycdn.com/2020/0318/613/3402666814290007784-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
131,1689721.0,1585104137000.0,1585104137000.0,,2,北美洲,10,巴巴多斯,,,17,17,,0,0,0,,0.00,,,0.0,yuyb,974003,BRB,Barbados,https://file1.dxycdn.com/2020/0320/457/3403052105069099774-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
132,1689722.0,1585104137000.0,1585104137000.0,,2,亚洲,10,吉尔吉斯斯坦,,,16,16,,0,0,0,,0.00,,,0.0,yuyb,954002,KGZ,Kyrgyzstan,https://file1.dxycdn.com/2020/0320/298/3403052105069099781-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
133,1689656.0,1585104137000.0,1585104137000.0,,2,欧洲,10,直布罗陀,,,15,15,,0,0,0,,0.00,,,0.0,yuyb,0,CIB,Gibraltar,https://file1.dxycdn.com/2020/0315/482/3402160529987745496-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
134,1689430.0,1585104136000.0,1585104136000.0,,2,亚洲,10,马尔代夫,,,13,13,,0,0,0,,0.00,,,0.0,yuyb,953004,MDV,Maldives,https://file1.dxycdn.com/2020/0315/023/3402160529987922354-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
135,1689755.0,1585104137000.0,1585104137000.0,,2,欧洲,10,马恩岛,,,13,13,,0,0,0,,0.00,,,0.0,yuyb,0,Mann,Isle of Man,https://file1.dxycdn.com/2020/0321/575/3403237654098502377-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
136,1689688.0,1585104137000.0,1585104137000.0,,2,非洲,10,坦桑尼亚,,,12,12,,0,0,0,,0.00,,,0.0,yuyb,985009,TZA,Tanzania,https://file1.dxycdn.com/2020/0318/094/3402666782077751781-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",False
